,county,state,year,population
11740,Wyoming County,Pennsylvania,2022,26001.0
11741,York County,Pennsylvania,2022,456389.0
11742,Bristol County,Rhode Island,2022,50750.0
11743,Kent County,Rhode Island,2022,170323.0
11744,Newport County,Rhode Island,2022,85388.0
11745,Providence County,Rhode Island,2022,660015.0
11746,Washington County,Rhode Island,2022,129753.0
11747,Abbeville County,South Carolina,2022,24212.0
11748,Aiken County,South Carolina,2022,169032.0
11749,Allendale County,South Carolina,2022,7990.0
11750,Anderson County,South Carolina,2022,204032.0
11751,Bamberg County,South Carolina,2022,13251.0
11752,Barnwell County,South Carolina,2022,20567.0
11753,Beaufort County,South Carolina,2022,187691.0
11754,Berkeley County,South Carolina,2022,231568.0
11755,Calhoun County,South Carolina,2022,14125.0
11756,Charleston County,South Carolina,2022,409418.0
11757,Cherokee County,South Carolina,2022,56179.0
11758,Chester County,South Carolina,2022,32276.0
11759,Chesterfield County,South Carolina,2022,43258.0
11760,Clarendon County,South Carolina,2022,31093.0
11761,Colleton County,South Carolina,2022,38543.0
11762,Darlington County,South Carolina,2022,62833.0
11763,Dillon County,South Carolina,2022,28284.0
11764,Dorchester County,South Carolina,2022,161975.0
11765,Edgefield County,South Carolina,2022,25675.0
11766,Fairfield County,South Carolina,2022,20858.0
11767,Florence County,South Carolina,2022,136805.0
11768,Georgetown County,South Carolina,2022,63440.0
11769,Greenville County,South Carolina,2022,526980.0
11770,Greenwood County,South Carolina,2022,69380.0
11771,Hampton County,South Carolina,2022,18512.0
11772,Horry County,South Carolina,2022,353498.0
11773,Jasper County,South Carolina,2022,29073.0
11774,Kershaw County,South Carolina,2022,65536.0
11775,Lancaster County,South Carolina,2022,96652.0
11776,Laurens County,South Carolina,2022,67551.0
11777,Lee County,South Carolina,2022,16458.0
11778,Lexington County,South Carolina,2022,294891.0
11779,McCormick County,South Carolina,2022,9513.0
11780,Marion County,South Carolina,2022,29043.0
11781,Marlboro County,South Carolina,2022,26537.0
11782,Newberry County,South Carolina,2022,37715.0
11783,Oconee County,South Carolina,2022,78638.0
11784,Orangeburg County,South Carolina,2022,83958.0
11785,Pickens County,South Carolina,2022,131602.0
11786,Richland County,South Carolina,2022,416527.0
11787,Saluda County,South Carolina,2022,18830.0
11788,Spartanburg County,South Carolina,2022,329364.0
11789,Sumter County,South Carolina,2022,105417.0
11790,Union County,South Carolina,2022,27148.0
11791,Williamsburg County,South Carolina,2022,30902.0
11792,York County,South Carolina,2022,283899.0
11793,Aurora County,South Dakota,2022,2733.0
11794,Beadle County,South Dakota,2022,19146.0
11795,Bennett County,South Dakota,2022,3386.0
11796,Bon Homme County,South Dakota,2022,6979.0
11797,Brookings County,South Dakota,2022,34339.0
11798,Brown County,South Dakota,2022,38210.0
11799,Brule County,South Dakota,2022,5263.0
11800,Buffalo County,South Dakota,2022,1944.0
11801,Butte County,South Dakota,2022,10249.0
11802,Campbell County,South Dakota,2022,1374.0
11803,Charles Mix County,South Dakota,2022,9351.0
11804,Clark County,South Dakota,2022,3850.0
11805,Clay County,South Dakota,2022,14998.0
11806,Codington County,South Dakota,2022,28309.0
11807,Corson County,South Dakota,2022,3893.0
11808,Custer County,South Dakota,2022,8328.0
11809,Davison County,South Dakota,2022,19936.0
11810,Day County,South Dakota,2022,5425.0
11811,Deuel County,South Dakota,2022,4299.0
11812,Dewey County,South Dakota,2022,5226.0
11813,Douglas County,South Dakota,2022,2824.0
11814,Edmunds County,South Dakota,2022,3977.0
11815,Fall River County,South Dakota,2022,6964.0
11816,Faulk County,South Dakota,2022,2128.0
11817,Grant County,South Dakota,2022,7532.0
11818,Gregory County,South Dakota,2022,3994.0
11819,Haakon County,South Dakota,2022,1869.0
11820,Hamlin County,South Dakota,2022,6167.0
11821,Hand County,South Dakota,2022,3130.0
11822,Hanson County,South Dakota,2022,3461.0
11823,Harding County,South Dakota,2022,1317.0
11824,Hughes County,South Dakota,2022,17704.0
11825,Hutchinson County,South Dakota,2022,7411.0
11826,Hyde County,South Dakota,2022,1258.0
11827,Jackson County,South Dakota,2022,2810.0
11828,Jerauld County,South Dakota,2022,1657.0
11829,Jones County,South Dakota,2022,925.0
11830,Kingsbury County,South Dakota,2022,5211.0
11831,Lake County,South Dakota,2022,11010.0
11832,Lawrence County,South Dakota,2022,25812.0
11833,Lincoln County,South Dakota,2022,65613.0
11834,Lyman County,South Dakota,2022,3714.0
11835,McCook County,South Dakota,2022,5661.0
11836,McPherson County,South Dakota,2022,2397.0
11837,Marshall County,South Dakota,2022,4300.0
11838,Meade County,South Dakota,2022,29853.0
11839,Mellette County,South Dakota,2022,1916.0
11840,Miner County,South Dakota,2022,2294.0
11841,Minnehaha County,South Dakota,2022,197511.0
11842,Moody County,South Dakota,2022,6324.0
11843,Oglala Lakota County,South Dakota,2022,13672.0
11844,Pennington County,South Dakota,2022,109475.0
11845,Perkins County,South Dakota,2022,2824.0
11846,Potter County,South Dakota,2022,2471.0
11847,Roberts County,South Dakota,2022,10257.0
11848,Sanborn County,South Dakota,2022,2318.0
11849,Spink County,South Dakota,2022,6338.0
11850,Stanley County,South Dakota,2022,2976.0
11851,Sully County,South Dakota,2022,1446.0
11852,Todd County,South Dakota,2022,9319.0
11853,Tripp County,South Dakota,2022,5601.0
11854,Turner County,South Dakota,2022,8673.0
11855,Union County,South Dakota,2022,16832.0
11856,Walworth County,South Dakota,2022,5289.0
11857,Yankton County,South Dakota,2022,23238.0
11858,Ziebach County,South Dakota,2022,2388.0
11859,Anderson County,Tennessee,2022,77209.0
11860,Bedford County,Tennessee,2022,50302.0
11861,Benton County,Tennessee,2022,15812.0
11862,Bledsoe County,Tennessee,2022,14930.0
11863,Blount County,Tennessee,2022,135566.0
11864,Bradley County,Tennessee,2022,108741.0
11865,Campbell County,Tennessee,2022,39277.0
11866,Cannon County,Tennessee,2022,14547.0
11867,Carroll County,Tennessee,2022,28415.0
11868,Carter County,Tennessee,2022,56315.0
11869,Cheatham County,Tennessee,2022,41087.0
11870,Chester County,Tennessee,2022,17347.0
11871,Claiborne County,Tennessee,2022,32038.0
11872,Clay County,Tennessee,2022,7554.0
11873,Cocke County,Tennessee,2022,36022.0
11874,Coffee County,Tennessee,2022,58102.0
11875,Crockett County,Tennessee,2022,13884.0
11876,Cumberland County,Tennessee,2022,61272.0
11877,Davidson County,Tennessee,2022,715486.0
11878,Decatur County,Tennessee,2022,11402.0
11879,DeKalb County,Tennessee,2022,20171.0
11880,Dickson County,Tennessee,2022,54432.0
11881,Dyer County,Tennessee,2022,36646.0
11882,Fayette County,Tennessee,2022,42139.0
11883,Fentress County,Tennessee,2022,18522.0
11884,Franklin County,Tennessee,2022,42781.0
11885,Gibson County,Tennessee,2022,50375.0
11886,Giles County,Tennessee,2022,30295.0
11887,Grainger County,Tennessee,2022,23525.0
11888,Greene County,Tennessee,2022,70220.0
11889,Grundy County,Tennessee,2022,13531.0
11890,Hamblen County,Tennessee,2022,64435.0
11891,Hamilton County,Tennessee,2022,366991.0
11892,Hancock County,Tennessee,2022,6622.0
11893,Hardeman County,Tennessee,2022,25410.0
11894,Hardin County,Tennessee,2022,26800.0
11895,Hawkins County,Tennessee,2022,56669.0
11896,Haywood County,Tennessee,2022,17795.0
11897,Henderson County,Tennessee,2022,27818.0
11898,Henry County,Tennessee,2022,32115.0
11899,Hickman County,Tennessee,2022,24942.0
11900,Houston County,Tennessee,2022,8285.0
11901,Humphreys County,Tennessee,2022,18974.0
11902,Jackson County,Tennessee,2022,11617.0
11903,Jefferson County,Tennessee,2022,54870.0
11904,Johnson County,Tennessee,2022,17966.0
11905,Knox County,Tennessee,2022,480126.0
11906,Lake County,Tennessee,2022,6980.0
11907,Lauderdale County,Tennessee,2022,25100.0
11908,Lawrence County,Tennessee,2022,44189.0
11909,Lewis County,Tennessee,2022,12602.0
11910,Lincoln County,Tennessee,2022,35309.0
11911,Loudon County,Tennessee,2022,55097.0
11912,McMinn County,Tennessee,2022,53315.0
11913,McNairy County,Tennessee,2022,25839.0
11914,Macon County,Tennessee,2022,25243.0
11915,Madison County,Tennessee,2022,98777.0
11916,Marion County,Tennessee,2022,28834.0
11917,Marshall County,Tennessee,2022,34441.0
11918,Maury County,Tennessee,2022,101700.0
11919,Meigs County,Tennessee,2022,12785.0
11920,Monroe County,Tennessee,2022,46384.0
11921,Montgomery County,Tennessee,2022,221160.0
11922,Moore County,Tennessee,2022,6457.0
11923,Morgan County,Tennessee,2022,21020.0
11924,Obion County,Tennessee,2022,30716.0
11925,Overton County,Tennessee,2022,22588.0
11926,Perry County,Tennessee,2022,8360.0
11927,Pickett County,Tennessee,2022,4995.0
11928,Polk County,Tennessee,2022,17569.0
11929,Putnam County,Tennessee,2022,79982.0
11930,Rhea County,Tennessee,2022,32903.0
11931,Roane County,Tennessee,2022,53513.0
11932,Robertson County,Tennessee,2022,72860.0
11933,Rutherford County,Tennessee,2022,343128.0
11934,Scott County,Tennessee,2022,21842.0
11935,Sequatchie County,Tennessee,2022,15863.0
11936,Sevier County,Tennessee,2022,98497.0
11937,Shelby County,Tennessee,2022,928644.0
11938,Smith County,Tennessee,2022,19939.0
11939,Stewart County,Tennessee,2022,13683.0
11940,Sullivan County,Tennessee,2022,158092.0
11941,Sumner County,Tennessee,2022,197272.0
11942,Tipton County,Tennessee,2022,60961.0
11943,Trousdale County,Tennessee,2022,11661.0
11944,Unicoi County,Tennessee,2022,17867.0
11945,Union County,Tennessee,2022,19820.0
11946,Van Buren County,Tennessee,2022,6171.0
11947,Warren County,Tennessee,2022,41023.0
11948,Washington County,Tennessee,2022,133080.0
11949,Wayne County,Tennessee,2022,16202.0
11950,Weakley County,Tennessee,2022,32864.0
11951,White County,Tennessee,2022,27424.0
11952,Williamson County,Tennessee,2022,249424.0
11953,Wilson County,Tennessee,2022,148564.0
11954,Anderson County,Texas,2022,57881.0
11955,Andrews County,Texas,2022,18612.0
11956,Angelina County,Texas,2022,86345.0
11957,Aransas County,Texas,2022,23916.0
11958,Archer County,Texas,2022,8557.0
11959,Armstrong County,Texas,2022,1847.0
11960,Atascosa County,Texas,2022,49089.0
11961,Austin County,Texas,2022,30109.0
11962,Bailey County,Texas,2022,6859.0
11963,Bandera County,Texas,2022,20987.0
11964,Bastrop County,Texas,2022,97983.0
11965,Baylor County,Texas,2022,3464.0
11966,Bee County,Texas,2022,30990.0
11967,Bell County,Texas,2022,371981.0
11968,Bexar County,Texas,2022,2014052.0
11969,Blanco County,Texas,2022,11454.0
11970,Borden County,Texas,2022,641.0
11971,Bosque County,Texas,2022,18239.0
11972,Bowie County,Texas,2022,92792.0
11973,Brazoria County,Texas,2022,373368.0
11974,Brazos County,Texas,2022,234480.0
11975,Brewster County,Texas,2022,9566.0
11976,Briscoe County,Texas,2022,1421.0
11977,Brooks County,Texas,2022,7030.0
11978,Brown County,Texas,2022,38002.0
11979,Burleson County,Texas,2022,17644.0
11980,Burnet County,Texas,2022,49427.0
11981,Caldwell County,Texas,2022,45967.0
11982,Calhoun County,Texas,2022,20047.0
11983,Callahan County,Texas,2022,13750.0
11984,Cameron County,Texas,2022,421191.0
11985,Camp County,Texas,2022,12450.0
11986,Carson County,Texas,2022,5808.0
11987,Cass County,Texas,2022,28399.0
11988,Castro County,Texas,2022,7337.0
11989,Chambers County,Texas,2022,47051.0
11990,Cherokee County,Texas,2022,50477.0
11991,Childress County,Texas,2022,6648.0
11992,Clay County,Texas,2022,10245.0
11993,Cochran County,Texas,2022,2559.0
11994,Coke County,Texas,2022,3288.0
11995,Coleman County,Texas,2022,7671.0
11996,Collin County,Texas,2022,1073149.0
11997,Collingsworth County,Texas,2022,2635.0
11998,Colorado County,Texas,2022,20566.0
11999,Comal County,Texas,2022,163573.0
12000,Comanche County,Texas,2022,13600.0
12001,Concho County,Texas,2022,3319.0
12002,Cooke County,Texas,2022,41697.0
12003,Coryell County,Texas,2022,83096.0
12004,Cottle County,Texas,2022,1374.0
12005,Crane County,Texas,2022,4668.0
12006,Crockett County,Texas,2022,3111.0
12007,Crosby County,Texas,2022,5098.0
12008,Culberson County,Texas,2022,2193.0
12009,Dallam County,Texas,2022,7116.0
12010,Dallas County,Texas,2022,2610957.0
12011,Dawson County,Texas,2022,12439.0
12012,Deaf Smith County,Texas,2022,18503.0
12013,Delta County,Texas,2022,5233.0
12014,Denton County,Texas,2022,913900.0
12015,DeWitt County,Texas,2022,19809.0
12016,Dickens County,Texas,2022,1760.0
12017,Dimmit County,Texas,2022,8563.0
12018,Donley County,Texas,2022,3269.0
12019,Duval County,Texas,2022,9808.0
12020,Eastland County,Texas,2022,17754.0
12021,Ector County,Texas,2022,165467.0
12022,Edwards County,Texas,2022,1414.0
12023,Ellis County,Texas,2022,194272.0
12024,El Paso County,Texas,2022,866093.0
12025,Erath County,Texas,2022,42715.0
12026,Falls County,Texas,2022,16961.0
12027,Fannin County,Texas,2022,35732.0
12028,Fayette County,Texas,2022,24452.0
12029,Fisher County,Texas,2022,3677.0
12030,Floyd County,Texas,2022,5378.0
12031,Foard County,Texas,2022,1086.0
12032,Fort Bend County,Texas,2022,828632.0
12033,Franklin County,Texas,2022,10366.0
12034,Freestone County,Texas,2022,19445.0
12035,Frio County,Texas,2022,18366.0
12036,Gaines County,Texas,2022,21701.0
12037,Galveston County,Texas,2022,351458.0
12038,Garza County,Texas,2022,5794.0
12039,Gillespie County,Texas,2022,26732.0
12040,Glasscock County,Texas,2022,1114.0
12041,Goliad County,Texas,2022,7005.0
12042,Gonzales County,Texas,2022,19653.0
12043,Gray County,Texas,2022,21179.0
12044,Grayson County,Texas,2022,136014.0
12045,Gregg County,Texas,2022,124175.0
12046,Grimes County,Texas,2022,29414.0
12047,Guadalupe County,Texas,2022,173541.0
12048,Hale County,Texas,2022,32439.0
12049,Hall County,Texas,2022,2801.0
12050,Hamilton County,Texas,2022,8230.0
12051,Hansford County,Texas,2022,5255.0
12052,Hardeman County,Texas,2022,3559.0
12053,Hardin County,Texas,2022,56277.0
12054,Harris County,Texas,2022,4732491.0
12055,Harrison County,Texas,2022,68778.0
12056,Hartley County,Texas,2022,5362.0
12057,Haskell County,Texas,2022,5424.0
12058,Hays County,Texas,2022,243809.0
12059,Hemphill County,Texas,2022,3368.0
12060,Henderson County,Texas,2022,82348.0
12061,Hidalgo County,Texas,2022,872204.0
12062,Hill County,Texas,2022,35965.0
12063,Hockley County,Texas,2022,21490.0
12064,Hood County,Texas,2022,61953.0
12065,Hopkins County,Texas,2022,36795.0
12066,Houston County,Texas,2022,22068.0
12067,Howard County,Texas,2022,34797.0
12068,Hudspeth County,Texas,2022,3196.0
12069,Hunt County,Texas,2022,100231.0
12070,Hutchinson County,Texas,2022,20539.0
12071,Irion County,Texas,2022,1522.0
12072,Jack County,Texas,2022,8492.0
12073,Jackson County,Texas,2022,15000.0
12074,Jasper County,Texas,2022,32900.0
12075,Jeff Davis County,Texas,2022,1978.0
12076,Jefferson County,Texas,2022,255979.0
12077,Jim Hogg County,Texas,2022,4839.0
12078,Jim Wells County,Texas,2022,38813.0
12079,Johnson County,Texas,2022,180733.0
12080,Jones County,Texas,2022,19676.0
12081,Karnes County,Texas,2022,14721.0
12082,Kaufman County,Texas,2022,146986.0
12083,Kendall County,Texas,2022,44527.0
12084,Kenedy County,Texas,2022,346.0
12085,Kent County,Texas,2022,759.0
12086,Kerr County,Texas,2022,52676.0
12087,Kimble County,Texas,2022,4289.0
12088,King County,Texas,2022,270.0
12089,Kinney County,Texas,2022,3127.0
12090,Kleberg County,Texas,2022,30958.0
12091,Knox County,Texas,2022,3361.0
12092,Lamar County,Texas,2022,50077.0
12093,Lamb County,Texas,2022,12984.0
12094,Lampasas County,Texas,2022,21707.0
12095,La Salle County,Texas,2022,6642.0
12096,Lavaca County,Texas,2022,20338.0
12097,Lee County,Texas,2022,17499.0
12098,Leon County,Texas,2022,15727.0
12099,Liberty County,Texas,2022,92351.0
12100,Limestone County,Texas,2022,22103.0
12101,Lipscomb County,Texas,2022,3042.0
12102,Live Oak County,Texas,2022,11343.0
12103,Llano County,Texas,2022,21249.0
12104,Loving County,Texas,2022,67.0
12105,Lubbock County,Texas,2022,311419.0
12106,Lynn County,Texas,2022,5606.0
12107,McCulloch County,Texas,2022,7567.0
12108,McLennan County,Texas,2022,261023.0
12109,McMullen County,Texas,2022,599.0
12110,Madison County,Texas,2022,13445.0
12111,Marion County,Texas,2022,9752.0
12112,Martin County,Texas,2022,5250.0
12113,Mason County,Texas,2022,3964.0
12114,Matagorda County,Texas,2022,36269.0
12115,Maverick County,Texas,2022,57844.0
12116,Medina County,Texas,2022,50920.0
12117,Menard County,Texas,2022,1971.0
12118,Midland County,Texas,2022,170221.0
12119,Milam County,Texas,2022,24724.0
12120,Mills County,Texas,2022,4439.0
12121,Mitchell County,Texas,2022,8985.0
12122,Montague County,Texas,2022,19969.0
12123,Montgomery County,Texas,2022,624938.0
12124,Moore County,Texas,2022,21273.0
12125,Morris County,Texas,2022,11963.0
12126,Motley County,Texas,2022,1052.0
12127,Nacogdoches County,Texas,2022,64624.0
12128,Navarro County,Texas,2022,52784.0
12129,Newton County,Texas,2022,12163.0
12130,Nolan County,Texas,2022,14721.0
12131,Nueces County,Texas,2022,353090.0
12132,Ochiltree County,Texas,2022,9960.0
12133,Oldham County,Texas,2022,1761.0
12134,Orange County,Texas,2022,84702.0
12135,Palo Pinto County,Texas,2022,28427.0
12136,Panola County,Texas,2022,22513.0
12137,Parker County,Texas,2022,149432.0
12138,Parmer County,Texas,2022,9851.0
12139,Pecos County,Texas,2022,15165.0
12140,Polk County,Texas,2022,50505.0
12141,Potter County,Texas,2022,118173.0
12142,Presidio County,Texas,2022,6102.0
12143,Rains County,Texas,2022,12199.0
12144,Randall County,Texas,2022,141231.0
12145,Reagan County,Texas,2022,3376.0
12146,Real County,Texas,2022,2743.0
12147,Red River County,Texas,2022,11550.0
12148,Reeves County,Texas,2022,14730.0
12149,Refugio County,Texas,2022,6747.0
12150,Roberts County,Texas,2022,823.0
12151,Robertson County,Texas,2022,16740.0
12152,Rockwall County,Texas,2022,109090.0
12153,Runnels County,Texas,2022,9921.0
12154,Rusk County,Texas,2022,52225.0
12155,Sabine County,Texas,2022,9881.0
12156,San Augustine County,Texas,2022,7919.0
12157,San Jacinto County,Texas,2022,27483.0
12158,San Patricio County,Texas,2022,68772.0
12159,San Saba County,Texas,2022,5730.0
12160,Schleicher County,Texas,2022,2442.0
12161,Scurry County,Texas,2022,16931.0
12162,Shackelford County,Texas,2022,3122.0
12163,Shelby County,Texas,2022,23926.0
12164,Sherman County,Texas,2022,2780.0
12165,Smith County,Texas,2022,234063.0
12166,Somervell County,Texas,2022,9214.0
12167,Starr County,Texas,2022,65835.0
12168,Stephens County,Texas,2022,9079.0
12169,Sterling County,Texas,2022,1383.0
12170,Stonewall County,Texas,2022,1245.0
12171,Sutton County,Texas,2022,3362.0
12172,Swisher County,Texas,2022,6957.0
12173,Tarrant County,Texas,2022,2114709.0
12174,Taylor County,Texas,2022,143383.0
12175,Terrell County,Texas,2022,744.0
12176,Terry County,Texas,2022,11792.0
12177,Throckmorton County,Texas,2022,1443.0
12178,Titus County,Texas,2022,31264.0
12179,Tom Green County,Texas,2022,120105.0
12180,Travis County,Texas,2022,1296100.0
12181,Trinity County,Texas,2022,13623.0
12182,Tyler County,Texas,2022,19797.0
12183,Upshur County,Texas,2022,40975.0
12184,Upton County,Texas,2022,3296.0
12185,Uvalde County,Texas,2022,24540.0
12186,Val Verde County,Texas,2022,47582.0
12187,Van Zandt County,Texas,2022,59690.0
12188,Victoria County,Texas,2022,91236.0
12189,Walker County,Texas,2022,76543.0
12190,Waller County,Texas,2022,57349.0
12191,Ward County,Texas,2022,11656.0
12192,Washington County,Texas,2022,35837.0
12193,Webb County,Texas,2022,267234.0
12194,Wharton County,Texas,2022,41550.0
12195,Wheeler County,Texas,2022,4980.0
12196,Wichita County,Texas,2022,129546.0
12197,Wilbarger County,Texas,2022,12846.0
12198,Willacy County,Texas,2022,20129.0
12199,Williamson County,Texas,2022,615266.0
12200,Wilson County,Texas,2022,49994.0
12201,Winkler County,Texas,2022,7749.0
12202,Wise County,Texas,2022,68866.0
12203,Wood County,Texas,2022,45010.0
12204,Yoakum County,Texas,2022,7669.0
12205,Young County,Texas,2022,17839.0
12206,Zapata County,Texas,2022,13884.0
12207,Zavala County,Texas,2022,9652.0
12208,Beaver County,Utah,2022,7076.0
12209,Box Elder County,Utah,2022,57908.0
12210,Cache County,Utah,2022,133527.0
12211,Carbon County,Utah,2022,20465.0
12212,Daggett County,Utah,2022,952.0
12213,Davis County,Utah,2022,363492.0
12214,Duchesne County,Utah,2022,19581.0
12215,Emery County,Utah,2022,9837.0
12216,Garfield County,Utah,2022,5090.0
12217,Grand County,Utah,2022,9681.0
12218,Iron County,Utah,2022,57640.0
12219,Juab County,Utah,2022,11824.0
12220,Kane County,Utah,2022,7673.0
12221,Millard County,Utah,2022,13015.0
12222,Morgan County,Utah,2022,12392.0
12223,Piute County,Utah,2022,1437.0
12224,Rich County,Utah,2022,2504.0
12225,Salt Lake County,Utah,2022,1186236.0
12226,San Juan County,Utah,2022,14525.0
12227,Sanpete County,Utah,2022,28508.0
12228,Sevier County,Utah,2022,21546.0
12229,Summit County,Utah,2022,42452.0
12230,Tooele County,Utah,2022,73281.0
12231,Uintah County,Utah,2022,35618.0
12232,Utah County,Utah,2022,663143.0
12233,Wasatch County,Utah,2022,35032.0
12234,Washington County,Utah,2022,181924.0
12235,Wayne County,Utah,2022,2497.0
12236,Weber County,Utah,2022,262828.0
12237,Addison County,Vermont,2022,37292.0
12238,Bennington County,Vermont,2022,37271.0
12239,Caledonia County,Vermont,2022,30184.0
12240,Chittenden County,Vermont,2022,168289.0
12241,Essex County,Vermont,2022,5910.0
12242,Franklin County,Vermont,2022,49996.0
12243,Grand Isle County,Vermont,2022,7278.0
12244,Lamoille County,Vermont,2022,25914.0
12245,Orange County,Vermont,2022,29259.0
12246,Orleans County,Vermont,2022,27355.0
12247,Rutland County,Vermont,2022,60455.0
12248,Washington County,Vermont,2022,59748.0
12249,Windham County,Vermont,2022,45844.0
12250,Windsor County,Vermont,2022,57700.0
12251,Accomack County,Virginia,2022,33348.0
12252,Albemarle County,Virginia,2022,112496.0
12253,Alleghany County,Virginia,2022,15161.0
12254,Amelia County,Virginia,2022,13246.0
12255,Amherst County,Virginia,2022,31262.0
12256,Appomattox County,Virginia,2022,16133.0
12257,Arlington County,Virginia,2022,238766.0
12258,Augusta County,Virginia,2022,77512.0
12259,Bath County,Virginia,2022,4196.0
12260,Bedford County,Virginia,2022,79504.0
12261,Bland County,Virginia,2022,6247.0
12262,Botetourt County,Virginia,2022,33614.0
12263,Brunswick County,Virginia,2022,15806.0
12264,Buchanan County,Virginia,2022,20216.0
12265,Buckingham County,Virginia,2022,16820.0
12266,Campbell County,Virginia,2022,55638.0
12267,Caroline County,Virginia,2022,30905.0
12268,Carroll County,Virginia,2022,29130.0
12269,Charles City County,Virginia,2022,6733.0
12270,Charlotte County,Virginia,2022,11506.0
12271,Chesterfield County,Virginia,2022,365566.0
12272,Clarke County,Virginia,2022,14788.0
12273,Craig County,Virginia,2022,4880.0
12274,Culpeper County,Virginia,2022,52717.0
12275,Cumberland County,Virginia,2022,9656.0
12276,Dickenson County,Virginia,2022,14045.0
12277,Dinwiddie County,Virginia,2022,27900.0
12278,Essex County,Virginia,2022,10591.0
12279,Fairfax County,Virginia,2022,1148472.0
12280,Fauquier County,Virginia,2022,72938.0
12281,Floyd County,Virginia,2022,15474.0
12282,Fluvanna County,Virginia,2022,27280.0
12283,Franklin County,Virginia,2022,54469.0
12284,Frederick County,Virginia,2022,91766.0
12285,Giles County,Virginia,2022,16754.0
12286,Gloucester County,Virginia,2022,38688.0
12287,Goochland County,Virginia,2022,24828.0
12288,Grayson County,Virginia,2022,15300.0
12289,Greene County,Virginia,2022,20591.0
12290,Greensville County,Virginia,2022,11393.0
12291,Halifax County,Virginia,2022,33901.0
12292,Hanover County,Virginia,2022,110102.0
12293,Henrico County,Virginia,2022,334298.0
12294,Henry County,Virginia,2022,50782.0
12295,Highland County,Virginia,2022,2236.0
12296,Isle of Wight County,Virginia,2022,38658.0
12297,James City County,Virginia,2022,78412.0
12298,King and Queen County,Virginia,2022,6590.0
12299,King George County,Virginia,2022,26806.0
12300,King William County,Virginia,2022,17905.0
12301,Lancaster County,Virginia,2022,10910.0
12302,Lee County,Virginia,2022,22084.0
12303,Loudoun County,Virginia,2022,422597.0
12304,Louisa County,Virginia,2022,37757.0
12305,Lunenburg County,Virginia,2022,11930.0
12306,Madison County,Virginia,2022,13837.0
12307,Mathews County,Virginia,2022,8524.0
12308,Mecklenburg County,Virginia,2022,30287.0
12309,Middlesex County,Virginia,2022,10623.0
12310,Montgomery County,Virginia,2022,99508.0
12311,Nelson County,Virginia,2022,14732.0
12312,New Kent County,Virginia,2022,23086.0
12313,Northampton County,Virginia,2022,12232.0
12314,Northumberland County,Virginia,2022,11839.0
12315,Nottoway County,Virginia,2022,15614.0
12316,Orange County,Virginia,2022,36396.0
12317,Page County,Virginia,2022,23693.0
12318,Patrick County,Virginia,2022,17560.0
12319,Pittsylvania County,Virginia,2022,60312.0
12320,Powhatan County,Virginia,2022,30433.0
12321,Prince Edward County,Virginia,2022,21853.0
12322,Prince George County,Virginia,2022,43023.0
12323,Prince William County,Virginia,2022,482738.0
12324,Pulaski County,Virginia,2022,33760.0
12325,Rappahannock County,Virginia,2022,7312.0
12326,Richmond County,Virginia,2022,8920.0
12327,Roanoke County,Virginia,2022,96845.0
12328,Rockbridge County,Virginia,2022,22610.0
12329,Rockingham County,Virginia,2022,83758.0
12330,Russell County,Virginia,2022,25726.0
12331,Scott County,Virginia,2022,21547.0
12332,Shenandoah County,Virginia,2022,44255.0
12333,Smyth County,Virginia,2022,29730.0
12334,Southampton County,Virginia,2022,17949.0
12335,Spotsylvania County,Virginia,2022,140475.0
12336,Stafford County,Virginia,2022,157604.0
12337,Surry County,Virginia,2022,6546.0
12338,Sussex County,Virginia,2022,10768.0
12339,Tazewell County,Virginia,2022,40343.0
12340,Warren County,Virginia,2022,40782.0
12341,Washington County,Virginia,2022,53839.0
12342,Westmoreland County,Virginia,2022,18496.0
12343,Wise County,Virginia,2022,36018.0
12344,Wythe County,Virginia,2022,28274.0
12345,York County,Virginia,2022,70154.0
12346,Alexandria city,Virginia,2022,159097.0
12347,Bristol city,Virginia,2022,17259.0
12348,Buena Vista city,Virginia,2022,6620.0
12349,Charlottesville city,Virginia,2022,46423.0
12350,Chesapeake city,Virginia,2022,249679.0
12351,Colonial Heights city,Virginia,2022,18191.0
12352,Covington city,Virginia,2022,5721.0
12353,Danville city,Virginia,2022,42465.0
12354,Emporia city,Virginia,2022,5716.0
12355,Fairfax city,Virginia,2022,24129.0
12356,Falls Church city,Virginia,2022,14654.0
12357,Franklin city,Virginia,2022,8171.0
12358,Fredericksburg city,Virginia,2022,27995.0
12359,Galax city,Virginia,2022,6691.0
12360,Hampton city,Virginia,2022,137131.0
12361,Harrisonburg city,Virginia,2022,51675.0
12362,Hopewell city,Virginia,2022,22967.0
12363,Lexington city,Virginia,2022,7313.0
12364,Lynchburg city,Virginia,2022,78871.0
12365,Manassas city,Virginia,2022,42728.0
12366,Manassas Park city,Virginia,2022,17140.0
12367,Martinsville city,Virginia,2022,13422.0
12368,Newport News city,Virginia,2022,185916.0
12369,Norfolk city,Virginia,2022,237591.0
12370,Norton city,Virginia,2022,3679.0
12371,Petersburg city,Virginia,2022,33428.0
12372,Poquoson city,Virginia,2022,12455.0
12373,Portsmouth city,Virginia,2022,98015.0
12374,Radford city,Virginia,2022,16089.0
12375,Richmond city,Virginia,2022,226670.0
12376,Roanoke city,Virginia,2022,99875.0
